promise_id,promise_text,category,evidence_googlenews,news_sources
A239,To develop a robust action plan to setup Beach Tourism in Mangalore Udupi and Karwar districts. Coastal Beach Tourism Authority.,Karavali/Malnad Karnataka,"['Karnataka plans island development to boost tourism and jobs under New Maritime Policy - Mangalore Today. Karnataka plans island development to boost tourism and jobs under New Maritime Policy&nbsp;&nbsp;Mangalore Today', 'Mangaluru: Coastal region has immense potential for tourism, says Uday Shetty - Daijiworld. Mangaluru: Coastal region has immense potential for tourism, says Uday Shetty&nbsp;&nbsp;Daijiworld', 'KCCI reaction to Karnataka Budget 2025 - Mangalore Today. KCCI reaction to Karnataka Budget 2025&nbsp;&nbsp;Mangalore Today', 'Karnataka govt announces annual Rs 250 crore funding for new Coastal Development Board(CDB) - The Times of India. Karnataka govt announces annual Rs 250 crore funding for new Coastal Development Board(CDB)&nbsp;&nbsp;The Times of India', 'Udupi: CM announces Rs 5 crore grant for Uchila Mahalakshmi temple - Daijiworld. Udupi: CM announces Rs 5 crore grant for Uchila Mahalakshmi temple&nbsp;&nbsp;Daijiworld', 'Karnataka Budget 2025: Nothing much for coastal districts - The New Indian Express. Karnataka Budget 2025: Nothing much for coastal districts&nbsp;&nbsp;The New Indian Express', 'Karnataka Maritime Board identifies 10 islands for tourism projects under the PPP model - The Hindu. Karnataka Maritime Board identifies 10 islands for tourism projects under the PPP model&nbsp;&nbsp;The Hindu', 'Coast gets raw deal: Legislators, activists criticise Budget proposals - Dailyhunt. Coast gets raw deal: Legislators, activists criticise Budget proposals&nbsp;&nbsp;Dailyhunt', 'What does each state get from Budget 2026-27? - The Federal. What does each state get from Budget 2026-27?&nbsp;&nbsp;The Federal']","['Mangalore Today', 'Daijiworld', 'Mangalore Today', 'The Times of India', 'Daijiworld', 'The New Indian Express', 'The Hindu', 'Dailyhunt', 'The Federal']"
A240,To make Mangaluru internationally competitive IT centre to increase employment opportunities and establish an IT Park.,Karavali/Malnad Karnataka,"['Karnataka Targets Major GCC Expansion, IT Park in Mangaluru - Analytics India Magazine. Karnataka Targets Major GCC Expansion, IT Park in Mangaluru&nbsp;&nbsp;Analytics India Magazine', 'Karnataka set to invite bids for new Mangaluru IT Park - Communications Today. Karnataka set to invite bids for new Mangaluru IT Park&nbsp;&nbsp;Communications Today', 'State plans technology park in Mangaluru to meet working capacity of 3,500 people, says Priyank Kharge - The Hindu. State plans technology park in Mangaluru to meet working capacity of 3,500 people, says Priyank Kharge&nbsp;&nbsp;The Hindu', 'Mangaluru’s IT park project stuck in limbo - The Times of India. Mangaluru’s IT park project stuck in limbo&nbsp;&nbsp;The Times of India', 'Karnataka Government to Establish Plastic Parks in Mangaluru and Vijayapura for Industry Growth - Goodreturns. Karnataka Government to Establish Plastic Parks in Mangaluru and Vijayapura for Industry Growth&nbsp;&nbsp;Goodreturns', 'Karnataka Budget 2026–27: Siddaramaiah unveils Rs 4.48 lakh crore plan, IT park for Mangaluru - Mangalore Today. Karnataka Budget 2026–27: Siddaramaiah unveils Rs 4.48 lakh crore plan, IT park for Mangaluru&nbsp;&nbsp;Mangalore Today', 'Mangaluru tech park proposal expected to come before state cabinet for approval - The Times of India. Mangaluru tech park proposal expected to come before state cabinet for approval&nbsp;&nbsp;The Times of India', '39 firms evince interest to invest in Mangaluru Plastic Park - The Hindu. 39 firms evince interest to invest in Mangaluru Plastic Park&nbsp;&nbsp;The Hindu', 'Mangaluru Plastic Park project likely to be inaugurated before monsoon, says Capt. Chowta - The Hindu. Mangaluru Plastic Park project likely to be inaugurated before monsoon, says Capt. Chowta&nbsp;&nbsp;The Hindu', 'Karnataka govt. to hold State-level cashew fair in Mangaluru, says Forest Minister - The Hindu. Karnataka govt. to hold State-level cashew fair in Mangaluru, says Forest Minister&nbsp;&nbsp;The Hindu']","['Analytics India Magazine', 'Communications Today', 'The Hindu', 'The Times of India', 'Goodreturns', 'Mangalore Today', 'The Times of India', 'The Hindu', 'The Hindu', 'The Hindu']"
A241,To undertake the following programmes for the overall development of fishermen community: . Insurance Cover . Interest free loan upto Rs. One lakh to all fisher-women . 50% subsidy to buy well equipped fishing boats. . Increasing the diesel quantity upto 500 litres per day. . Providing appropriate transportation from dock to Market.,Karavali/Malnad Karnataka,"['Fishermen’s relief fund raised to ₹10 lakh in Karnataka - The Hindu. Fishermen’s relief fund raised to ₹10 lakh in Karnataka&nbsp;&nbsp;The Hindu', 'Center launches initiative to build climate-resilient coastal fishermen villages to safeguard livelihoods - DD News. Center launches initiative to build climate-resilient coastal fishermen villages to safeguard livelihoods&nbsp;&nbsp;DD News', 'Udupi: CM ignoring fishing community, say fisherfolk on protest - Daijiworld. Udupi: CM ignoring fishing community, say fisherfolk on protest&nbsp;&nbsp;Daijiworld', 'Rs 255-crore fishery projects on cards - orissapost.com. Rs 255-crore fishery projects on cards&nbsp;&nbsp;orissapost.com', 'Scholarship scheme for children of weavers, fishermen in Karnataka | Bengaluru - Hindustan Times. Scholarship scheme for children of weavers, fishermen in Karnataka | Bengaluru&nbsp;&nbsp;Hindustan Times', 'Coastal States Meet 2025: Govt to launch Rs 255 Cr Fisheries Projects in Mumbai - Deccan Herald. Coastal States Meet 2025: Govt to launch Rs 255 Cr Fisheries Projects in Mumbai&nbsp;&nbsp;Deccan Herald', 'Union Minister announces major initiatives in Fisheries sector - The Hans India. Union Minister announces major initiatives in Fisheries sector&nbsp;&nbsp;The Hans India', 'Congress has failed to fulfil promises made by Rahul Gandhi to fishermen: D. Vedavyas Kamath - The Hindu. Congress has failed to fulfil promises made by Rahul Gandhi to fishermen: D. Vedavyas Kamath&nbsp;&nbsp;The Hindu', ""Pradhan Mantri Matsya Sampada Yojana: Revolutionizing India's Fisheries and Aquaculture Sector - Adda247. Pradhan Mantri Matsya Sampada Yojana: Revolutionizing India's Fisheries and Aquaculture Sector&nbsp;&nbsp;Adda247"", ""'Provide reservation for us too' - Mogaveera community urges Karnataka government - Daijiworld. 'Provide reservation for us too' - Mogaveera community urges Karnataka government&nbsp;&nbsp;Daijiworld""]","['The Hindu', 'DD News', 'Daijiworld', 'orissapost.com', 'Hindustan Times', 'Deccan Herald', 'The Hans India', 'The Hindu', 'Adda247', 'Daijiworld']"
A242,"To upgrade the NHs through Shiradi, Charmadi and Sampaje into all whether proof 6 lane NHs connecting Mangaluru to Bengaluru and make efforts to improve the Railway Connections.",Karavali/Malnad Karnataka,"['Ashwini Vaishnaw announces Bengaluru-Mangaluru Vande Bharat, 73-minute high-speed rail connection to Chennai - The Indian Express. Ashwini Vaishnaw announces Bengaluru-Mangaluru Vande Bharat, 73-minute high-speed rail connection to Chennai&nbsp;&nbsp;The Indian Express', 'Electrification under way for Bengaluru–Mangaluru Vande Bharat train: Union Minister - The Hindu. Electrification under way for Bengaluru–Mangaluru Vande Bharat train: Union Minister&nbsp;&nbsp;The Hindu', 'Electrification of Sakleshpur–Subrahmanya Ghat to boost Mangaluru-Bengaluru train connectivity: MP Capt. Chowta - The Hindu. Electrification of Sakleshpur–Subrahmanya Ghat to boost Mangaluru-Bengaluru train connectivity: MP Capt. Chowta&nbsp;&nbsp;The Hindu', 'Run 3 Vande Bharat trains to Mangaluru as quick commute option to coastal Karnataka: Minister - The Hindu. Run 3 Vande Bharat trains to Mangaluru as quick commute option to coastal Karnataka: Minister&nbsp;&nbsp;The Hindu', 'Railway Ministry proposes to take over Hassan-Mangaluru Rail Development Corporation - The Hindu. Railway Ministry proposes to take over Hassan-Mangaluru Rail Development Corporation&nbsp;&nbsp;The Hindu', 'Kota seeks Vande Bharat Express connecting Bengaluru and coastal Karnataka - The Hindu. Kota seeks Vande Bharat Express connecting Bengaluru and coastal Karnataka&nbsp;&nbsp;The Hindu', 'Budget proposes high-speed rail links to Bengaluru; rail activists flag lack of clarity - The Hindu. Budget proposes high-speed rail links to Bengaluru; rail activists flag lack of clarity&nbsp;&nbsp;The Hindu', 'How railways plan to make Bengaluru one of the ‘high-speed diamonds of South India’ - The Financial Express. How railways plan to make Bengaluru one of the ‘high-speed diamonds of South India’&nbsp;&nbsp;The Financial Express', 'Karnataka receives record railway allocation, focus on station upgrades and electrification - Prop News Time. Karnataka receives record railway allocation, focus on station upgrades and electrification&nbsp;&nbsp;Prop News Time', 'Bengaluru–coastal Karnataka to get Vande Bharat boost: What we know - The Times of India. Bengaluru–coastal Karnataka to get Vande Bharat boost: What we know&nbsp;&nbsp;The Times of India']","['The Indian Express', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Financial Express', 'Prop News Time', 'The Times of India']"
A236,To construct “Amara Sullia Raithara Horata Bhavana” at sullia to commemorate the 1837 first freedom fight by farmers against the British by allotting land and grant of Rs.50 crores.,Karavali/Malnad Karnataka,[],[]
A244,To provide a Permanent dredging Machine to Mangaluru Fisheries Port,Karavali/Malnad Karnataka,"[""As Karwar's Port Expansion Threatens Jobs & Fisheries, Fisherfolk Question 'Development' - Indiaspend. As Karwar's Port Expansion Threatens Jobs & Fisheries, Fisherfolk Question 'Development'&nbsp;&nbsp;Indiaspend"", 'Coastal MLAs seek integrated development, higher budget allocation - Mangalore Today. Coastal MLAs seek integrated development, higher budget allocation&nbsp;&nbsp;Mangalore Today', 'Coastal legislators seek higher budget allocation for integrated development - The Hans India. Coastal legislators seek higher budget allocation for integrated development&nbsp;&nbsp;The Hans India']","['Indiaspend', 'Mangalore Today', 'The Hans India']"
A243,To develop Sasihitlu Sea Shore as International Surfing Centre.,Karavali/Malnad Karnataka,"['If you love the beach and surfing, this is where you go - The Hindu. If you love the beach and surfing, this is where you go&nbsp;&nbsp;The Hindu']",['The Hindu']
A246,To construct new ring road to Mandya.,Hale Mysuru,"['HDK seeks Union Minister Nitin Gadkari’s nod for ₹900 crore Mandya ring road project - The Hindu. HDK seeks Union Minister Nitin Gadkari’s nod for ₹900 crore Mandya ring road project&nbsp;&nbsp;The Hindu', 'Kumaraswamy meets Gadkari, proposes outer ring road in Mandya - The Hindu. Kumaraswamy meets Gadkari, proposes outer ring road in Mandya&nbsp;&nbsp;The Hindu', 'Kumaraswamy meets Nitin Gadkari to discuss pending highway projects in Karnataka, seeks widening of Mandya bypass road - Deccan Herald. Kumaraswamy meets Nitin Gadkari to discuss pending highway projects in Karnataka, seeks widening of Mandya bypass road&nbsp;&nbsp;Deccan Herald', ""Bengaluru’s Satellite Town Ring Road project to get Centre's approval soon: H D Kumaraswamy - Deccan Herald. Bengaluru’s Satellite Town Ring Road project to get Centre's approval soon: H D Kumaraswamy&nbsp;&nbsp;Deccan Herald"", 'HDK discusses railway projects for Mandya district with Ashwini Vaishnaw - The Hindu. HDK discusses railway projects for Mandya district with Ashwini Vaishnaw&nbsp;&nbsp;The Hindu', 'Gadkari’s assurance to Kumaraswamy on Satellite Town Ring Road project - The Hindu. Gadkari’s assurance to Kumaraswamy on Satellite Town Ring Road project&nbsp;&nbsp;The Hindu', '₹500 crore ARAI Research Centre to be set up in Mandya, says HDK - The Hindu. ₹500 crore ARAI Research Centre to be set up in Mandya, says HDK&nbsp;&nbsp;The Hindu', 'Only pending projects in Hassan, Mandya cleared: NH Konareddy - Deccan Chronicle. Only pending projects in Hassan, Mandya cleared: NH Konareddy&nbsp;&nbsp;Deccan Chronicle', ""Kumaraswamy meets Gadkari, seeks Centre's support for Karnataka road projects - ET Infra. Kumaraswamy meets Gadkari, seeks Centre's support for Karnataka road projects&nbsp;&nbsp;ET Infra"", 'Bengaluru To Mysuru Expressway To Be Officially Inaugurated By PM Modi In First Week Of March - Swarajyamag. Bengaluru To Mysuru Expressway To Be Officially Inaugurated By PM Modi In First Week Of March&nbsp;&nbsp;Swarajyamag']","['The Hindu', 'The Hindu', 'Deccan Herald', 'Deccan Herald', 'The Hindu', 'The Hindu', 'The Hindu', 'Deccan Chronicle', 'ET Infra', 'Swarajyamag']"
A247,To invest Rs.5000 crores for the overall development of Mysuru Karnataka.,Hale Mysuru,"['Sadhana Samavesha: Development works worth ₹2,578 crore launched in Mysuru - The Hindu. Sadhana Samavesha: Development works worth ₹2,578 crore launched in Mysuru&nbsp;&nbsp;The Hindu', 'Karnataka Budget 2026 Live Updates | Mysuru will be developed as 2nd IT City: CM - Dailyhunt. Karnataka Budget 2026 Live Updates | Mysuru will be developed as 2nd IT City: CM&nbsp;&nbsp;Dailyhunt', 'Karnataka fears Rs 5,000 crore grant cut under new jobs scheme - The Times of India. Karnataka fears Rs 5,000 crore grant cut under new jobs scheme&nbsp;&nbsp;The Times of India', 'Karnataka CM Siddaramaiah launches projects worth ₹1,107 crore for Varuna constituency - The Hindu. Karnataka CM Siddaramaiah launches projects worth ₹1,107 crore for Varuna constituency&nbsp;&nbsp;The Hindu', 'Budget | CM to kickstart projects worth ₹5,000 crore in Kalyana Karnataka - The Hindu. Budget | CM to kickstart projects worth ₹5,000 crore in Kalyana Karnataka&nbsp;&nbsp;The Hindu', 'Chief Minister Siddaramaiah launches development works worth ₹324 crore in Varuna Assembly constituency - The Hindu. Chief Minister Siddaramaiah launches development works worth ₹324 crore in Varuna Assembly constituency&nbsp;&nbsp;The Hindu', 'Mandya dist secured over Rs 10,000 crore for development work: Minister - The Times of India. Mandya dist secured over Rs 10,000 crore for development work: Minister&nbsp;&nbsp;The Times of India', 'Karnataka budget | What CM’s home district Mysuru got - The Hindu. Karnataka budget | What CM’s home district Mysuru got&nbsp;&nbsp;The Hindu', 'Bengaluru gets Rs 40,000 crore for tunnel roads, metro expansion and flood fixes - The Financial Express. Bengaluru gets Rs 40,000 crore for tunnel roads, metro expansion and flood fixes&nbsp;&nbsp;The Financial Express', 'Karnataka tech push: New IT policy rolled out; Rs 50,000 perk for firms moving talent beyond Bengaluru - The Times of India. Karnataka tech push: New IT policy rolled out; Rs 50,000 perk for firms moving talent beyond Bengaluru&nbsp;&nbsp;The Times of India']","['The Hindu', 'Dailyhunt', 'The Times of India', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Hindu', 'The Financial Express', 'The Times of India']"
A248,To rejuvenate Mysugar Factory and to plan and establish new sugar factories in Mandya,Hale Mysuru,"['CM HD Kumaraswamy to gift new sugar factory to Mandya - The Times of India. CM HD Kumaraswamy to gift new sugar factory to Mandya&nbsp;&nbsp;The Times of India', '₹50 crore approved for resumption of crushing operations at Mysugar factory in Mandya - The Hindu. ₹50 crore approved for resumption of crushing operations at Mysugar factory in Mandya&nbsp;&nbsp;The Hindu', 'Mandya DC directs sugar factories to pay farmers within 15 days - The Hindu. Mandya DC directs sugar factories to pay farmers within 15 days&nbsp;&nbsp;The Hindu', 'Karnataka: Mysugar factory aims to crush 2.5 lakh tonnes of sugarcane - ChiniMandi. Karnataka: Mysugar factory aims to crush 2.5 lakh tonnes of sugarcane&nbsp;&nbsp;ChiniMandi', 'Mandya DC warns sugar factories against breaching their crushing territory - The Hindu. Mandya DC warns sugar factories against breaching their crushing territory&nbsp;&nbsp;The Hindu', 'Karnataka govt not to privatise MySugar factory - The Times of India. Karnataka govt not to privatise MySugar factory&nbsp;&nbsp;The Times of India', 'Mysugar factory to become fully operational by September 30 - The Hindu. Mysugar factory to become fully operational by September 30&nbsp;&nbsp;The Hindu', '“Ethanol Unit To Be Built in MySugar Factory Soon”: Karnataka CM Bommai - Krishi Jagran. “Ethanol Unit To Be Built in MySugar Factory Soon”: Karnataka CM Bommai&nbsp;&nbsp;Krishi Jagran', 'Mysugar set to reopen in July after prolonged closure - The Hindu. Mysugar set to reopen in July after prolonged closure&nbsp;&nbsp;The Hindu', 'MySugar factory faces backlash amid technical issues and farmer unrest - The Hans India. MySugar factory faces backlash amid technical issues and farmer unrest&nbsp;&nbsp;The Hans India']","['The Times of India', 'The Hindu', 'The Hindu', 'ChiniMandi', 'The Hindu', 'The Times of India', 'The Hindu', 'Krishi Jagran', 'The Hindu', 'The Hans India']"
A249,To build international standard Dr. Raj Kumar Film City in Mysuru with Rs.500 Crore Budget.,Hale Mysuru,"['Karnataka to build world-class film city in Mysuru: CM Siddaramaiah - The Economic Times. Karnataka to build world-class film city in Mysuru: CM Siddaramaiah&nbsp;&nbsp;The Economic Times', 'BIFFes-2025: CM promises film city near Mysuru - The Hindu. BIFFes-2025: CM promises film city near Mysuru&nbsp;&nbsp;The Hindu', 'Puneeth Hrudaya Jyothi scheme saves 1,775 lives in Mysuru district - The Times of India. Puneeth Hrudaya Jyothi scheme saves 1,775 lives in Mysuru district&nbsp;&nbsp;The Times of India', 'Lakshmikanth takes charge as Mysuru DC - The Times of India. Lakshmikanth takes charge as Mysuru DC&nbsp;&nbsp;The Times of India', 'Karnataka: 200 films paid tributes to Puneeth Rajkumar in their opening credits - The Times of India. Karnataka: 200 films paid tributes to Puneeth Rajkumar in their opening credits&nbsp;&nbsp;The Times of India', 'Karnataka Film City: Why Siddaramaiah wants to move fast on elusive project - The Federal. Karnataka Film City: Why Siddaramaiah wants to move fast on elusive project&nbsp;&nbsp;The Federal', 'Puneeth Rajkumar’s wife Ashwini thanks Karnataka government for naming a road after the actor - The Indian Express. Puneeth Rajkumar’s wife Ashwini thanks Karnataka government for naming a road after the actor&nbsp;&nbsp;The Indian Express', 'MCC launches major roadworks worth Rs 250 cr - The Times of India. MCC launches major roadworks worth Rs 250 cr&nbsp;&nbsp;The Times of India', 'Stage set for Yuva Sambhrama - Star of Mysore. Stage set for Yuva Sambhrama&nbsp;&nbsp;Star of Mysore', 'State film awards to be presented in the same year from next year: Siddaramaiah - The Hindu. State film awards to be presented in the same year from next year: Siddaramaiah&nbsp;&nbsp;The Hindu']","['The Economic Times', 'The Hindu', 'The Times of India', 'The Times of India', 'The Times of India', 'The Federal', 'The Indian Express', 'The Times of India', 'Star of Mysore', 'The Hindu']"
A250,"To start an exclusive Sports University in Mysuru and make it as a World-Class sports hub. And, to build an International Sports Complex in Mysuru.",Hale Mysuru,"['Mysuru to get multidisciplinary sports complex with velodrome and academies - The Times of India. Mysuru to get multidisciplinary sports complex with velodrome and academies&nbsp;&nbsp;The Times of India', 'Fit India Movement: Mysuru will host more sporting events, says MP - The Hindu. Fit India Movement: Mysuru will host more sporting events, says MP&nbsp;&nbsp;The Hindu', 'Music varsity in Mysuru to offer courses in combat sports - The Hindu. Music varsity in Mysuru to offer courses in combat sports&nbsp;&nbsp;The Hindu', 'Proposed cricket stadium in Mysuru city inches towards reality - The Hindu. Proposed cricket stadium in Mysuru city inches towards reality&nbsp;&nbsp;The Hindu', 'New Mysuru Devpt project to meet demands of city - The Times of India. New Mysuru Devpt project to meet demands of city&nbsp;&nbsp;The Times of India', 'Mysuru had a special place in S.M. Krishna’s heart and mind - The Hindu. Mysuru had a special place in S.M. Krishna’s heart and mind&nbsp;&nbsp;The Hindu', 'Mysuru’s velodrome dream on hold as land allotment drags on - The Times of India. Mysuru’s velodrome dream on hold as land allotment drags on&nbsp;&nbsp;The Times of India', 'Karnataka Budget: Mysuru gets healthcare, aerospace and tourism projects - The Hindu. Karnataka Budget: Mysuru gets healthcare, aerospace and tourism projects&nbsp;&nbsp;The Hindu', 'Karnataka Budget 2025-26: Film City and new bus stand for Mysuru - The Hindu. Karnataka Budget 2025-26: Film City and new bus stand for Mysuru&nbsp;&nbsp;The Hindu', 'Horticultural varsity sports meet inaugurated - The Hindu. Horticultural varsity sports meet inaugurated&nbsp;&nbsp;The Hindu']","['The Times of India', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Hindu', 'The Times of India', 'The Hindu', 'The Hindu', 'The Hindu']"
A251,"To enact a comprehensive legislation exclusively for the management of BBMP bringing all service providers such as Water Supply and sewage, transport, housing, power and development authorities, under a single agency",NAMMA BENGALURU,"['New Civic Agency in Bengaluru: BBMP Replaced by Greater Bengaluru Authority Under 2024 Legislation Act - Realty Today. New Civic Agency in Bengaluru: BBMP Replaced by Greater Bengaluru Authority Under 2024 Legislation Act&nbsp;&nbsp;Realty Today', 'Govt tables Bill empowering BBMP to declare private street in Bengaluru as public street - The Hindu. Govt tables Bill empowering BBMP to declare private street in Bengaluru as public street&nbsp;&nbsp;The Hindu', 'Civic administration transitions from BBMP to GBA - The Hans India. Civic administration transitions from BBMP to GBA&nbsp;&nbsp;The Hans India', 'Delay by BBMP in enforcing SWM user fee came under NGT scrutiny - The Hindu. Delay by BBMP in enforcing SWM user fee came under NGT scrutiny&nbsp;&nbsp;The Hindu', 'BBMP out, Greater Bengaluru Authority in: how city governance is set to change from today - The Indian Express. BBMP out, Greater Bengaluru Authority in: how city governance is set to change from today&nbsp;&nbsp;The Indian Express', 'Out with BBMP, in with GBA: How will Bengaluru’s new three-tiered governance structure work? - The Hindu. Out with BBMP, in with GBA: How will Bengaluru’s new three-tiered governance structure work?&nbsp;&nbsp;The Hindu', 'BBMP chicken rice plan: Bengaluru’s plan to feed stray dogs leaves internet divided - The Hindu. BBMP chicken rice plan: Bengaluru’s plan to feed stray dogs leaves internet divided&nbsp;&nbsp;The Hindu', 'Karnataka proposes law to fix minimum wage, work hours for domestic workers - The Hindu. Karnataka proposes law to fix minimum wage, work hours for domestic workers&nbsp;&nbsp;The Hindu', 'Bengaluru’s agency drags feet on enforcing Supreme Court order on connections without occupancy certifica - The Times of India. Bengaluru’s agency drags feet on enforcing Supreme Court order on connections without occupancy certifica&nbsp;&nbsp;The Times of India', 'BSWML authorises single private firm to collect bulk waste in Bengaluru North and East - Deccan Herald. BSWML authorises single private firm to collect bulk waste in Bengaluru North and East&nbsp;&nbsp;Deccan Herald']","['Realty Today', 'The Hindu', 'The Hans India', 'The Hindu', 'The Indian Express', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'Deccan Herald']"
A245,"To set up two Fish Processing Parks in each of the coastal districts (Uttara Kannada, Dakshina Kannada and Udupi) and to set up required number of cold storage units to store marine products.",Karavali/Malnad Karnataka,"['Budget has schemes and projects lined up for North Karnataka - The Hindu. Budget has schemes and projects lined up for North Karnataka&nbsp;&nbsp;The Hindu', 'Karnataka: Power Crisis Takes a Toll on Fishermen; ice Production Hits All-Time Low - newsclick.in. Karnataka: Power Crisis Takes a Toll on Fishermen; ice Production Hits All-Time Low&nbsp;&nbsp;newsclick.in', 'Pradhan Mantri Formalisation of One District One Product - Daijiworld. Pradhan Mantri Formalisation of One District One Product&nbsp;&nbsp;Daijiworld', 'Distinct flavours of Karnataka - Deccan Herald. Distinct flavours of Karnataka&nbsp;&nbsp;Deccan Herald', 'CM announces govt. medical college for Puttur - The Hindu. CM announces govt. medical college for Puttur&nbsp;&nbsp;The Hindu', 'Cargo complex makes Mangalore airport complete - The Hindu. Cargo complex makes Mangalore airport complete&nbsp;&nbsp;The Hindu']","['The Hindu', 'newsclick.in', 'Daijiworld', 'Deccan Herald', 'The Hindu', 'The Hindu']"
A252,"To construct North South, South-east long elevated flyovers with necessary wings ease the traffic.",NAMMA BENGALURU,"['₹398 crore flyover project to ease east-west traffic congestion in Mehdipatnam - The Hindu. ₹398 crore flyover project to ease east-west traffic congestion in Mehdipatnam&nbsp;&nbsp;The Hindu', 'Karnataka Dy CM D K Shivakumar seeks central funds to build tunnel roads, double-decker flyovers, elevated corridors worth Rs 90,000 crore in Bengaluru - The Indian Express. Karnataka Dy CM D K Shivakumar seeks central funds to build tunnel roads, double-decker flyovers, elevated corridors worth Rs 90,000 crore in Bengaluru&nbsp;&nbsp;The Indian Express', 'City Proposes Rs510 Crore Mobility Overhaul With 8 Flyovers, 3 ROBs To Ease Traffic Woes - The Times of India. City Proposes Rs510 Crore Mobility Overhaul With 8 Flyovers, 3 ROBs To Ease Traffic Woes&nbsp;&nbsp;The Times of India', 'Bengaluru to get double-decker flyovers, tunnel roads to ease traffic | Bengaluru - Hindustan Times. Bengaluru to get double-decker flyovers, tunnel roads to ease traffic | Bengaluru&nbsp;&nbsp;Hindustan Times', 'Karnataka asks National Highways Authority of India to build flyover to decongest Hebbal junction in Beng - The Times of India. Karnataka asks National Highways Authority of India to build flyover to decongest Hebbal junction in Beng&nbsp;&nbsp;The Times of India', 'Hebbal flyover to be linked with elevated corridor - The Hindu. Hebbal flyover to be linked with elevated corridor&nbsp;&nbsp;The Hindu', 'Karnataka Cabinet approves Rs 2,215 crore tunnel road to ease congestion between Bengaluru Mekhri Circle, Hebbal flyover - The Indian Express. Karnataka Cabinet approves Rs 2,215 crore tunnel road to ease congestion between Bengaluru Mekhri Circle, Hebbal flyover&nbsp;&nbsp;The Indian Express', 'UP govt allocates Rs 400 crore for North-South corridor, road upgrades - The Times of India. UP govt allocates Rs 400 crore for North-South corridor, road upgrades&nbsp;&nbsp;The Times of India', 'Gadkari pitches for skybus to ease traffic in Bengaluru - The Times of India. Gadkari pitches for skybus to ease traffic in Bengaluru&nbsp;&nbsp;The Times of India', 'Delhi Cabinet approves two road projects to ease congestion - The Hindu. Delhi Cabinet approves two road projects to ease congestion&nbsp;&nbsp;The Hindu']","['The Hindu', 'The Indian Express', 'The Times of India', 'Hindustan Times', 'The Times of India', 'The Hindu', 'The Indian Express', 'The Times of India', 'The Times of India', 'The Hindu']"
A254,To establish Mega Bengaluru Planning Committee.,NAMMA BENGALURU,"['Bengaluru’s big leap into global sports: India’s 2nd largest international cricket stadium coming up in Anekal; Rs 2,350 crore mega project on 75 acres, 80,000 seats with multi-event venue; OC exemptions extended statewide - The Times of India. Bengaluru’s big leap into global sports: India’s 2nd largest international cricket stadium coming up in Anekal; Rs 2,350 crore mega project on 75 acres, 80,000 seats with multi-event venue; OC exemptions extended statewide&nbsp;&nbsp;The Times of India', 'To decongest Bengaluru, Karnataka cabinet approves Integrated Satellite Township between Bidadi and... - Moneycontrol.com. To decongest Bengaluru, Karnataka cabinet approves Integrated Satellite Township between Bidadi and...&nbsp;&nbsp;Moneycontrol.com', 'Bengaluru’s biggest upgrade ever? Karnataka unveils Rs 1 lakh crore plan with mega tunnels, double-decker - The Economic Times. Bengaluru’s biggest upgrade ever? Karnataka unveils Rs 1 lakh crore plan with mega tunnels, double-decker&nbsp;&nbsp;The Economic Times', 'BJP and Congress propose special administrative region for Bengaluru - The Hindu. BJP and Congress propose special administrative region for Bengaluru&nbsp;&nbsp;The Hindu', 'Bengaluru’s budget dilemma: Concrete promises, crumbling trust - Citizen Matters. Bengaluru’s budget dilemma: Concrete promises, crumbling trust&nbsp;&nbsp;Citizen Matters', ""Karnataka approves Foxconn's Rs 8,000-crore mobile manufacturing unit plan near Bengaluru - The Times of India. Karnataka approves Foxconn's Rs 8,000-crore mobile manufacturing unit plan near Bengaluru&nbsp;&nbsp;The Times of India"", 'Social Impact Assessment of First Phase of Proposed Bengaluru Elevated Corridor Project - newsclick.in. Social Impact Assessment of First Phase of Proposed Bengaluru Elevated Corridor Project&nbsp;&nbsp;newsclick.in', ""Bengaluru's new cricket stadium? KHB invites bids for 80,000-seater in Anekal amid push for larger venue - The Hindu. Bengaluru's new cricket stadium? KHB invites bids for 80,000-seater in Anekal amid push for larger venue&nbsp;&nbsp;The Hindu"", 'New era for Bengaluru as five corporations replace 18-year-old BBMP - The Hindu. New era for Bengaluru as five corporations replace 18-year-old BBMP&nbsp;&nbsp;The Hindu', 'Karnataka government staff threaten mega stir to press Congress for old pension scheme - Deccan Herald. Karnataka government staff threaten mega stir to press Congress for old pension scheme&nbsp;&nbsp;Deccan Herald']","['The Times of India', 'Moneycontrol.com', 'The Economic Times', 'The Hindu', 'Citizen Matters', 'The Times of India', 'newsclick.in', 'The Hindu', 'The Hindu', 'Deccan Herald']"
