promise_id,promise_text,category,prs_evidences_acts,prs_evidences_bills
P148,"To support 5,000 women entrepreneurs every year for entrepreneurial development.",Women and Children - Naari Shakthi,"['Create a fund for the development of the area', ""Establish a fund for the development authority's operations and projects"", 'Enhance trust-based governance for ease of living and doing business', 'Establish a permanent statutory endowment fund', 'Create a university endowment fund and a general fund']","['Create a fund for the Authority', 'Increase minimum number of members required for certain co-operative societies', 'Liberate devadasi women and their children from exploitation', 'Specify the role of the Market Development Assistance Fund administration committee', 'Establish Market Development Assistance Fund for financially weak Agricultural Produce Marketing Committees']"
P149,To increase allocation of funds to Stree Shakthi Sanghas.,Women and Children - Naari Shakthi,"['Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Ghati Subramanya Kshetra Development Authority', 'Provide for financial allocation in the State Plan to the Board', 'Create a fund for the development of the area', 'Establish Shree Chamundeshwari Kshetra Development Authority']","['Increase maximum settlement amount to three lakh rupees', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Ghati Subramanya Kshetra Development Authority', 'Specify norms for allocating Scheduled Castes sub-allocation fund and Tribal sub-allocation fund', 'Establish the headquarters of the Authority at Shree Ghati Subramanya temple']"
P150,"To nurture 5000 Stree Shakti micro-enterprises over 5 years and to encourage them to take up 21st century needs like food processing, catering, mobile canteens, solid waste management, parking management.",Women and Children - Naari Shakthi,"['Establish Shree Ghati Subramanya Kshetra Development Authority', 'Establish Shree Huligemma Devi Kshetra Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Renuka Yellamma Kshetra Tourism Development Board']","['Establish Shree Ghati Subramanya Kshetra Development Authority', 'Establish Shree Huligemma Devi Kshetra Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish a registration process for micro finance institutions and money lending agencies']"
P151,"To provide Rs.50 lakhs grant to the Grama Panchayaths which elect women as the Chairperson, over looking specific reservations",Women and Children - Naari Shakthi,"['Provide reservations for Kannadigas in education and employment', 'Establish a Commission to study and submit a report on reservation for Scheduled Castes and Scheduled Tribes', 'Provide reservation for Particularly Vulnerable Tribal Groups (PVTGs), Manual scavengers, SafaiKarmacharis, Devadasis, Nomads, semi-nomads etc.', 'Establish the Fund of the Authority', 'Specify the Fund of the Authority']","['Introduce reservations for women and Schedule Caste/Schedule Tribe members in co-operative society boards', 'Establish a commission for Panchayat Raj delimitation', 'Amend the Karnataka Gram Swaraj and Panchayat Raj Act, 1993', 'Establish sub-classification among Scheduled Castes for fair and equitable distribution of reservation benefits', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes']"
P152,"To provide 50% subsidy on buying electric scooters to frontline health workers namely ANM, Anganwadi and ASHA workers.",Women and Children - Naari Shakthi,"['Create a fund for welfare and rehabilitation of motor transport and allied workers', 'Provide social security benefits to motor transport and allied workers', 'Require the preparation of Comprehensive Mobility Plan and Sectoral Mobility Investment Program', 'Create a welfare fund for platform based Gig workers', 'Establish a Welfare Board for platform based Gig workers']","['Introduce 5% additional cess on transport vehicles for the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Fund', 'Implement a new tax regime for electric vehicles', 'Establish a scheme for the social security and welfare of motor transport and other allied workers', 'Create a motor transport and other allied workers social security fund', 'Impose additional cess on non-transport vehicles for the Karnataka Motor Transport and other Allied Workers Social Security and Welfare Fund']"
P153,"The Congress Party is committed to the welfare of all citizens and groups, including minorities, as per the Constitution of India. Accordingly, the allocation of funds for the minority welfare — Muslim, Christian, Jain, Buddhists and others, would be increased to Rs. 10,000 Cr",Religious Minorities,"['Impose Cine and Cultural Activists Welfare Cess', 'Constitute a welfare Board for Cine and Cultural activists', 'Establish a fund for financing schemes to provide social security and welfare of Cine and Cultural activists', 'Provide for financial allocation in the State Plan to the Board', 'Amend the Bombay Public Trust Act, 1950 in its application to the State of Karnataka']","['Create a welfare board to administer the fund established under the Act', ""Establish a Fund for Cine and Cultural Activists' Welfare"", ""Increase State Government's contribution to Labour Welfare fund"", 'Specify norms for allocating Scheduled Castes sub-allocation fund and Tribal sub-allocation fund', 'Amend the Karnataka Gram Swaraj and Panchayat Raj Act, 1993']"
P154,To allot Rs.15 crores to start Kashmiri Culture Centre Allotting one time grant of Rs.25 crore and annual grant of Rs. One crore from the Department of Kannada Culture,Kashmiri Pandits:,"['Create a fund for the development of the area', ""Establish a fund for the development authority's operations and projects"", 'Establish a fund for the Authority and grant powers to raise finances and borrow', 'Establish Dr. H. Narasimaiah Science, Educational, Cultural and Tourism Development Authority', 'Establish the Basavanabagewadi Development Authority']","['Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Appoint Director, Directorate of Kannada and Culture as Member of State Level Committee', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes']"
P155,Toestablish a Mangalamukhi Welfare Board by allotting Rs.200 crores annually.,GENDER MINORITIES,"['Establish a Welfare Board for platform based Gig workers', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', 'Empower the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board to make rules', 'Create a welfare fund for platform based Gig workers', ""Provide for the Board's accountability and transparency""]","['Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', ""Establish a Karnataka State Motor Transport and Other Allied Workers' Social Security and Welfare Board"", 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Establish the Karavali Development Board', 'Constitute the Karnataka State Commission for the Scheduled Castes and the Scheduled Tribes with its headquarters at Bangalore']"
P156,To provide Self-employment grants for taking up small business to all Gender Minorities upto Rs.2 lakhs.,GENDER MINORITIES,"['Establish the Provident or Pension Fund', 'Establish the Fund of the Authority', 'Create a fund for the development of the area', 'Establish a fund for financing schemes to provide social security and welfare of Cine and Cultural activists', 'Create a welfare fund for platform based Gig workers']","['Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes', 'Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))']"
P157,"To regularise all 25,000 Pourakarmikas with all the relevant facilities.",Pourakarmikas,"['Provide reservations for Kannadigas in education and employment', 'Establish a fund for the development of the Kshetra', 'Allocate premises in Special Investment Regions for industrial and commercial activities', 'Establish the Basavanabagewadi Development Authority', 'Establish a system for the maintenance of funds']","['Increase maximum settlement amount to three lakh rupees', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Increase maximum fine to five lakh rupees', 'Constitute Shree Renuka Yellamma Kshetra Tourism Development Board', 'Specify the headquarters of the Banavasi Development Authority']"
P158,Recruitment of additional Pourakarmikas.,Pourakarmikas,"['Provide reservations for Kannadigas in education and employment', 'Establish a fund for the development of the Kshetra', 'Establish the Basavanabagewadi Development Authority', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Ghati Subramanya Kshetra Development Authority']","['Specify the Common Cadre and Recruitment Rules for the Greater Bengaluru Authority and City Corporations', 'Establish nomination process for additional councillors', 'Establish the Basavanabagewadi Development Authority', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Add the Deputy Chief Minister and the Minister for Tribal Welfare as Ex-officio Members to the State Council']"
P159,To offer Hazardous pay and insurance cover of Rs. 10 Lakh to each,Pourakarmikas,"['Establish a system for the fixation of fees', 'Establish a system for tracking vehicle insurance', 'Specify user charges for amenities and services in Special Investment Regions', 'Create a fund for welfare and rehabilitation of motor transport and allied workers', 'Specify obligations on aggregator or platform in relation to social security and occupational health and safety']","['Omit the condition for vehicles costing over Rs. 10 Lakhs', 'Modify tax rates for vehicles with cost exceeding Rs. 10 Lakhs', 'Specify tax slabs for motor cabs with cost exceeding Rs. 10 Lakhs', 'Increase maximum settlement amount to three lakh rupees', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum']"
P160,To set up Auto Drivers' Board and Taxi Drivers' Welfare Board funding with Rs. 50 Crs to each and encouragement for self-employment.,Drivers:,"['Create a fund for welfare and rehabilitation of motor transport and allied workers', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', 'Empower the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board to make rules', 'Provide social security benefits to motor transport and allied workers', 'Create the traditional migratory shepherd Welfare Board to administer the fund']","['Establish a scheme for the social security and welfare of motor transport and other allied workers', 'Create a welfare board to administer the fund established under the Act', ""Establish a Karnataka State Motor Transport and Other Allied Workers' Social Security and Welfare Board"", 'Introduce 5% additional cess on transport vehicles for the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Fund', 'Impose additional cess on non-transport vehicles for the Karnataka Motor Transport and other Allied Workers Social Security and Welfare Fund']"
P161,"To develop dedicated hawker zones in all district HQs and to provide one-time financial assistance of Rs. 20,000 to street vendors to set up their shops in these zones. ",Street Vendors,"['Create a fund for the development of the area', 'Specify the areas to be developed by the authority', 'Set up organizational structure for Special Investment Region management and development', 'Establish Special Investment Regions for large-scale industrial development', 'Allocate premises in Special Investment Regions for industrial and commercial activities']","['Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Establish District, State, and Taluk Committees for Vigilance and Implementation', 'Establish the Karavali Development Board', 'Permit construction of public utility activities within specified buffer zones', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum']"
P162,"To establish a Gig Workers' Welfare Board with allotment of Rs.3,000 Crs as seed money for revolving fund.",Gig and Un-organised Workers,"['Establish a Welfare Board for platform based Gig workers', 'Create a welfare fund for platform based Gig workers', 'Create a fund for welfare and rehabilitation of motor transport and allied workers', 'Establish a fund for financing schemes to provide social security and welfare of Cine and Cultural activists', 'Register platform based Gig workers and aggregator or platform in the State']","['Create a welfare board to administer the fund established under the Act', ""Establish a Fund for Cine and Cultural Activists' Welfare"", ""Increase State Government's contribution to Labour Welfare fund"", 'Establish the Fund of the Authority', ""Provide funding for the Board's administrative expenses""]"
P163,"Tocreate Sharavana Kumara Senior citizens welfare fund - Rs.1,000 Crore.",Senior Citizens:,"['Create a fund for welfare and rehabilitation of motor transport and allied workers', 'Establish the Fund of the Authority', 'Establish a fund for financing schemes to provide social security and welfare of Cine and Cultural activists', 'Specify the Fund of the Authority', 'Establish the Provident or Pension Fund']","['Create a welfare board to administer the fund established under the Act', ""Increase State Government's contribution to Labour Welfare fund"", 'Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Revise contribution rates to Labour Welfare fund', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes']"
P164,To offer free Pilgrimage to one of the 15 holy places of Karnataka and one of the 10 holy places of India once in two years.,Senior Citizens:,"['Establish a private university in the State of Karnataka', 'Establish a private university in the state of Karnataka', 'Amend the Bombay Public Trust Act, 1950 in its application to the State of Karnataka', 'Make Kannada the official language of Karnataka', 'Establish Karnataka Professional Civil Engineers Council']","['Establish a new private university in Karnataka', 'Establish the Karnataka Devadasi (Prevention, Prohibition, Relief, and Rehabilitation) Act, 2025', 'Establish the Karnataka Council of Professional Civil Engineers', 'Replace the Karnataka Compulsory Service by Candidates Completed Medical Courses (Amendment) Ordinance, 2023', 'Constitute the Karnataka State Commission for the Scheduled Castes and the Scheduled Tribes with its headquarters at Bangalore']"
P165,"To increase the one-time subsidy provided to senior citizens from Karnataka for pilgrimages to Kashi, Mathura and Kailash Mansarovar Yatra. ",Senior Citizens:,"['Amend the Bombay Public Trust Act, 1950 in its application to the State of Karnataka', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', 'Empower the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board to make rules', ""Empower the Government of Karnataka to appoint a date for the Act's commencement"", 'Establish a mechanism to regulate and supervise the manufacture of animal feed in Karnataka']","['Allow other means of resource mobilization for Karnataka State Road Safety Fund', 'Amend the Karnataka Co-operative Societies Act, 1959', 'Establish the Karnataka Devadasi (Prevention, Prohibition, Relief, and Rehabilitation) Act, 2025', 'Introduce 5% additional cess on transport vehicles for the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Fund', 'Impose additional cess on non-transport vehicles for the Karnataka Motor Transport and other Allied Workers Social Security and Welfare Fund']"
P166,To provide Rs.3 lakhs interest free loan to take up self-employment to the diabled women.,Persons otherwise able,"['Establish a fund for financing schemes to provide social security and welfare of Cine and Cultural activists', 'Establish the Provident or Pension Fund', 'Create a fund for the development of the area', 'Establish a fund for the Authority and grant powers to raise finances and borrow', 'Create a fund for welfare and rehabilitation of motor transport and allied workers']","['Increase loan recovery fine from one thousand to five lakh', 'Increase maximum settlement amount to three lakh rupees', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes']"
P167,"To create a Rs 50 Crore ""Vidhya Deepa Nidhi"" disabled youth scholarship fund to ensure access to higher education both in India and abroad.",Persons otherwise able,"['Create a fund for the development of the area', 'Create a university endowment fund and a general fund', 'Establish the Fund of the Authority', 'Create a fund for the development of tourism in the region', 'Create a fund for welfare and rehabilitation of motor transport and allied workers']","['Create a fund for the Authority', 'Create a welfare board to administer the fund established under the Act', 'Establish the Fund of the Authority', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes']"
P168,To provide free bus pass and to one accompanying person.,Persons otherwise able,"['Grant powers to the Authority to give directions to urban transport agencies', 'Provide social security benefits to motor transport and allied workers', 'Provide for the appointment of officers and employees of the Authority', 'Provide for the appointment of officers and employees of the Board', 'Provide for financial allocation in the State Plan to the Board']","['Exempt certain classes of goods, passengers, vessels, animals, or vehicles from fees', 'Establish a scheme for the social security and welfare of motor transport and other allied workers', 'Exempt surplus candidates from compulsory service', 'Prescribe allowances and conditions for Board members', 'Specify penalty for non-completion of compulsory service']"
P169,"To Set up Karnataka Institute of Speech and Hearing, similar to the All India Institute of Speech and Hearing in all revenue divisions of Karnataka. ",Persons otherwise able,"['Establish a private university in the State of Karnataka', 'Establish a private university in the state of Karnataka', 'Establish Karnataka Professional Civil Engineers Council', 'Make Kannada the official language of Karnataka', ""Empower the Government of Karnataka to appoint a date for the Act's commencement""]","['Establish a new hierarchical structure for the Karnataka Land Revenue Department', 'Establish a new private university in Karnataka', 'Establish the Karnataka Council of Professional Civil Engineers', 'Include members of the Karnataka Legislative Council in the Malnad Area Development Board', 'Constitute the Karnataka State Commission for the Scheduled Castes and the Scheduled Tribes with its headquarters at Bangalore']"
P170,"To establish ""Field Marshal General Kariappa Ex-servicemen Development Board with Rs.500 Crores revolving fund to provide financial assistance to ex- servicemen to upto Rs.10 lakhs @ 5% interest to start self- employment/entrepreneurship.",Veteran Army personnel,"[""Establish a fund for the development authority's operations and projects"", 'Establish the Fund of the Authority', 'Establish a fund for the Authority and grant powers to raise finances and borrow', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish a permanent statutory endowment fund']","['Establish the Karavali Development Board', 'Establish the Fund of the Authority', 'Establish a fund for the Authority and specify its management', 'Establish the Kudala Sangama Development Board as a body corporate', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority']"
P171,Topush forONE RANK ONE PENSION for Ex-Servicemen,Veteran Army personnel,"['Establish the Provident or Pension Fund', 'Establish the Provident or Pension Fund for employees of the University', 'Provide social security benefits to motor transport and allied workers', 'Specify the conditions of service of employees', 'Create a fund for welfare and rehabilitation of motor transport and allied workers']","['Exempt surplus candidates from compulsory service', ""Increase employer's contribution to Labour Welfare fund"", 'Create a motor transport and other allied workers social security fund', 'Revise contribution rates to Labour Welfare fund', 'Increase sumptuary allowance for Chief Minister, Ministers, Ministers of State, and Deputy Ministers']"
P172,"To make special scheme for providing land, house and site to ex-servicemen and to exempt from House Tax, Water Tax and upto Rs.2,000 Electricity Bill for their own residences.",Veteran Army personnel,"['Specify user charges for amenities and services in Special Investment Regions', 'Establish the Provident or Pension Fund', 'Create a fund for welfare and rehabilitation of motor transport and allied workers', 'Provide for financial allocation in the State Plan to the Board', 'Specify the Fund of the Authority']","['Exempt land for renewable energy projects from conversion requirements', 'Exempt the proposed measure from extra expenditure', 'Establish a scheme for the social security and welfare of motor transport and other allied workers', 'Specify tax slabs for water supply and sewerage services', 'Exempt the proposed legislative measure from extra expenditure']"
P173,Establishment ofa a Journalist Welfare Fund with seed money of Rs.500 Crores.,Journalists,"['Establish a fund for financing schemes to provide social security and welfare of Cine and Cultural activists', 'Create a welfare fund for platform based Gig workers', 'Establish the Fund of the Authority', 'Establish the Provident or Pension Fund', 'Establish a permanent statutory endowment fund']","[""Establish a Fund for Cine and Cultural Activists' Welfare"", 'Create a welfare board to administer the fund established under the Act', 'Establish the Fund of the Authority', ""Increase State Government's contribution to Labour Welfare fund"", ""Increase employer's contribution to Labour Welfare fund""]"
P174,"To assist establishing Advocate Bhavans in Corporation, cities and District Headquarters.",Advocates,"['Establish not more than seven City Corporations in the Greater Bengaluru Area for effective, participatory and responsive governance', 'Provide for the appointment of officers and employees of the Authority', 'Provide for the appointment of officers and employees of the Board', 'Establish procedures for the conduct of business and meetings of the Authority', 'Establish the Board of Management and its powers']","[""Establish the Board's headquarters and jurisdiction"", 'Designate the headquarters of the Authority', 'Establish the Bengaluru Metropolitan Land Transport Authority with new members, including Mayors and Commissioners of City Corporations', 'Establish District, State, and Taluk Committees for Vigilance and Implementation', 'Specify the Common Cadre and Recruitment Rules for the Greater Bengaluru Authority and City Corporations']"
P175,To Create a separate Ministry to take care of the affairs of NRI Kannadigas.,NRI Kannadigas,"['Provide reservations for Kannadigas in education and employment', 'Establish a Board of Management and its powers', 'Establish the Board of Governors and Board of Management', 'Establish the Board of Management and its powers', 'Establish the Basavanabagewadi Development Authority']","['Appoint the Minister for Tribal Welfare as Vice-Chairman of the Nodal Agency', 'Establish the Nrupathunga University, Bengaluru', 'Add the Deputy Chief Minister and the Minister for Tribal Welfare as Ex-officio Members to the State Council', 'Constitute the Karnataka State Commission for the Scheduled Castes and the Scheduled Tribes with its headquarters at Bangalore', 'Specify Secretary, Kannada Development Authority as convener of State Level Committee']"
P176,To help in setting up industries and those permanently relocating by creating revolving fund of Rs.1000 Crs. ,NRI Kannadigas,"['Create a fund for welfare and rehabilitation of motor transport and allied workers', 'Create a fund for the development of the area', ""Establish a fund for the development authority's operations and projects"", 'Create a fund for the development of tourism in the region', 'Establish the Fund of the Authority']","['Create a fund for the Authority', 'Create a motor transport and other allied workers social security fund', 'Specify the role of the Market Development Assistance Fund administration committee', 'Create a welfare board to administer the fund established under the Act', 'Establish the Fund of the Authority']"
P177,To maintain a database of youth who are unable to secure a job within 180 days of college graduation. To provide an 'Unemployment Allowance' of Rs. 3000 per month to all registered graduates and Rs.1500/- to Diploma holders - YUVANIDHI,"Youth, Employment and Sports","['Provide for the maintenance of funds and accounts of the University', 'Establish the Provident or Pension Fund', 'Provide reservations for Kannadigas in education and employment', 'Establish the Provident or Pension Fund for employees of the University', 'Establish Shree Ghati Subramanya Kshetra Development Authority']","['Extend 17% reservation in Public sector employment and Educational Institutions to Scheduled Castes', 'Decriminalise minor procedural offenses for employers in Karnataka', 'Eliminate inequalities in status, facilities, and opportunities among Scheduled Castes', 'Establish Shree Ghati Subramanya Kshetra Development Authority', 'Establish Shree Huligemma Devi Kshetra Development Authority']"
P178,To establish Bharatha Ratna CNR Fund with 500 crores corpus for basic scientific research for youth.,"Youth, Employment and Sports","['Establish the Fund of the Authority', 'Establish a permanent statutory endowment fund', 'Establish the Research and Innovation Council and its powers', ""Establish a fund for the development authority's operations and projects"", 'Establish the Provident or Pension Fund']","['Establish the Fund of the Authority', 'Create a fund for the Authority', 'Establish a fund for the Authority and specify its management', 'Establish the Nrupathunga University, Bengaluru', 'Establish Shree Ghati Subramanya Kshetra Development Authority']"
P179,To provide free bus passes and train tickets to the candidates taking up competitive examinations.,"Youth, Employment and Sports","['Prohibit use of unfair means at public examinations', 'Specify examination authorities and centers', 'Provide reservations for Kannadigas in education and employment', 'Provide for the appointment of officers and employees of the Board', 'Authorize the Board to collect fees and charges for its services']","['Exempt surplus candidates from compulsory service', 'Prioritize candidates with Government quota seats for compulsory service', 'Prohibit use of unfair means at public examinations', 'Replace the Karnataka Compulsory Service by Candidates Completed Medical Courses (Amendment) Ordinance, 2023', 'Repeal the Karnataka Compulsory Service by Candidates Completed Medical Courses (Amendment) Ordinance, 2023']"
P180,To ensure 80% in jobs in Karnataka to local people in both Public and Private,"Youth, Employment and Sports","['Establish a private university in the State of Karnataka', 'Establish a private university in the state of Karnataka', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', 'Empower the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board to make rules', 'Establish Karnataka Professional Civil Engineers Council']","['Amend the Karnataka Tax on Profession, Trades, Callings and Employments Act, 1976', ""Establish a Karnataka State Motor Transport and Other Allied Workers' Social Security and Welfare Board"", 'Introduce 5% additional cess on transport vehicles for the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Fund', 'Establish a new private university in Karnataka', 'Establish the Karnataka Council of Professional Civil Engineers']"
P181,To Constitute a Youth Commission to facilitate the overall development of youth,"Youth, Employment and Sports","['Constitute an Implementation Committee to oversee development projects', 'Create a fund for the development of the area', ""Establish a fund for the development authority's operations and projects"", 'Specify the areas to be developed by the authority', 'Establish the University Grants Commission as a national accreditation body']","['Constitute the State Level Advisory Committee', 'Establish a commission for Panchayat Raj delimitation', 'Constitute District Level Monitoring Committee with diverse stakeholders', ""Establish the Board's membership and roles"", 'Establish a Commissionerate headed by a Commissioner']"
P182,To allot Rs.2000 crores per year for sports.,"Youth, Employment and Sports","['Create a fund for the development of tourism in the region', 'Create a fund for the development of the area', 'Establish a permanent statutory endowment fund', 'Create a fund for welfare and rehabilitation of motor transport and allied workers', ""Establish a fund for the development authority's operations and projects""]","['Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', 'Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes']"
P183,"To start an exclusive Sports University in Mysuru and make Karnataka a World-Class sports hub. And, to build an International Sports Complex in Mysuru exclusively for traditional sports.","Youth, Employment and Sports","['Establish a private university in the State of Karnataka', 'Establish a private university in the state of Karnataka', 'Establish a development authority for Mysuru city and adjacent areas', 'Establish Karnataka Professional Civil Engineers Council', 'Make Kannada the official language of Karnataka']","['Establish a new private university in Karnataka', 'Establish the Mysuru Development Authority', 'Establish the Karnataka Council of Professional Civil Engineers', 'Establish the Nrupathunga University, Bengaluru', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.']"
P184,"To identify 1,000 budding Sports talents every year from across the state and provide them financial assistance. ","Youth, Employment and Sports","['Provide for financial allocation in the State Plan to the Board', 'Create a fund for the development of the area', 'Establish a permanent statutory endowment fund', 'Provide for the maintenance of funds and accounts of the University', 'Create a fund for the development of tourism in the region']","['Require Agricultural Produce Marketing Committees to submit project reports for financial assistance', 'Establish Market Development Assistance Fund for financially weak Agricultural Produce Marketing Committees', ""Provide funding for the Board's administrative expenses"", 'Require State Government to contribute to the Board for each employee in an establishment', 'Specify the role of the Market Development Assistance Fund administration committee']"
P185,"To develop Kuppalli, the birth place of Rastra Kavi Kuvempu a nature tourist center make special project of Rs. 100 Crs.","Language, Literature, Tradition and Culture","['Create a fund for the development of tourism in the region', 'Establish a fund for the development of the Kshetra', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish Shree Huligemma Devi Kshetra Development Authority']","['Specify the headquarters of the Kudala Sangama Development Board', 'Establish the Kudala Sangama Development Board as a body corporate', 'Establish the Karavali Development Board', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority']"
P186,"To encourage and develop Kannada Language, literature, education and culture in 63 Taluks in Border areas and in 6 adjoining states where there are large number of Kannadigas, annual allotment of Rs.200 crores.","Language, Literature, Tradition and Culture","['Introduce Kannada as a language subject in Higher or Technical or Professional Education', 'Make Kannada the official language of Karnataka', 'Specify the use of Kannada language in Information Technology', 'Exclude Uttara Kannada and Dakshina Kannada districts from the Malanad Area Development Board Act, 1991', 'Establish a private university in the State of Karnataka']","['Establish District and Taluka Level Committees for enforcement of Kannada language', 'Require 60% of name boards to display Kannada language', 'Make Kannada the primary language for official boards and notifications', 'Specify Secretary, Kannada Development Authority as convener of State Level Committee', 'Appoint Director, Directorate of Kannada and Culture as Member of State Level Committee']"
P187,"To start ""Kuvempu Sahithya Puraskara Abhiyana"" to promote 500 young poets and authors in the state by giving them financial assistance of Rs 25,000 to each.","Language, Literature, Tradition and Culture","['Create a fund for the development of the area', 'Establish a private university in the State of Karnataka', 'Establish a private university in the state of Karnataka', 'Establish a fund for the development of the Kshetra', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority']","['Establish the Kudala Sangama Development Board as a body corporate', 'Specify the headquarters of the Kudala Sangama Development Board', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Authorize the Basavakalyana Development Board to acquire, hold, and dispose of property', ""Establish a Fund for Cine and Cultural Activists' Welfare""]"
P188,To set up the Aluru Venkata Rao Fund of Rs 100 Crore to promote Kannada in the digital space.,"Language, Literature, Tradition and Culture","['Create a fund for the development of the area', 'Make Kannada the official language of Karnataka', ""Establish a fund for the development authority's operations and projects"", 'Establish a fund for the development of the Kshetra', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.']","['Administer Karnataka State Road Safety Fund through Treasury or Nationalized Bank', 'Allow other means of resource mobilization for Karnataka State Road Safety Fund', 'Specify Secretary, Kannada Development Authority as convener of State Level Committee', 'Appoint Director, Directorate of Kannada and Culture as Member of State Level Committee', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.']"
P189,To release Rs.100 crores to establish- Basavapatha - the institution for Social Inclusion and Religious Ethics - in Kudalasangama.,"Language, Literature, Tradition and Culture","['Establish the Basavanabagewadi Development Authority', 'Establish a fund for the development of the Kshetra', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish Shree Ghati Subramanya Kshetra Development Authority', 'Establish a private university in the State of Karnataka']","['Establish the Basavanabagewadi Development Authority', 'Establish the headquarters of the Authority at Basavanabagewadi', 'Amend the Basavanabagewadi Development Authority Act, 2024', 'Constitute the Basavakalyana Development Board as a body corporate', 'Constitute the Basavanabagewadi Development Authority as a body corporate']"
